sku_id,product_name,category,subcategory,brand,base_price_usd,cost_price_usd,current_price_usd,min_price_usd,max_price_usd,inventory_count,restock_days,avg_rating,review_count,weight_kg,is_active,launch_date,tags,image_url
SKU002632,SkyLine Premium Footwear Blue 881,Clothing,Footwear,SkyLine,558.71,275.01,482.65,288.76,726.32,336,26.0,3.3,4913,5.89,True,2021-03-31,"[""trending""]",https://images.pexels.com/photos/13524888/pexels-photo-13524888.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004803,AuraStyle Deluxe Personal Pink 225,Beauty & Health,Personal Care,AuraStyle,989.99,470.0,959.02,493.5,1286.99,205,,4.0,3122,17.72,True,2023-02-10,"[""exclusive"", ""new"", ""eco""]",https://images.pexels.com/photos/30374592/pexels-photo-30374592.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003750,ZenHome Premium Bath Black 410,Home & Kitchen,Bath Accessories,ZenHome,132.97,71.71,119.9,75.3,172.86,42,,4.4,573,14.18,True,2021-11-02,"[""limited"", ""eco"", ""bestseller""]",https://images.pexels.com/photos/7020042/pexels-photo-7020042.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002056,EcoWave Premium Keyboards Gold 621,Electronics,Keyboards,EcoWave,511.78,248.28,493.91,260.69,665.31,223,,3.7,3975,8.55,True,2020-10-19,"[""sale"", ""exclusive"", ""trending""]",https://images.pexels.com/photos/5152261/pexels-photo-5152261.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004339,PeakForm Classic Skincare White 416,Beauty & Health,Skincare,PeakForm,1474.49,845.98,1288.62,888.28,1916.84,382,11.0,3.1,4888,10.11,True,2022-09-01,"[""trending""]",https://images.pexels.com/photos/29675496/pexels-photo-29675496.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001887,EcoWave Deluxe Monitors Green 574,Electronics,Monitors,EcoWave,1426.62,773.37,1375.92,812.04,1854.61,391,,3.4,2514,4.35,True,2020-08-10,"[""eco"", ""bestseller"", ""trending""]",https://images.pexels.com/photos/3062556/pexels-photo-3062556.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005127,PageTurn Ultra Baby Blue 735,Beauty & Health,Baby Care,PageTurn,1744.99,783.65,1453.39,822.83,2268.49,70,,3.7,4114,13.78,True,2021-12-27,"[""limited"", ""trending""]",https://images.pexels.com/photos/30344706/pexels-photo-30344706.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005683,LunaGear Elite Comics Red 708,Books & Media,Comics,LunaGear,141.49,72.88,144.05,76.52,183.94,472,,4.5,682,8.88,False,2023-06-15,"[""eco"", ""limited""]",https://images.pexels.com/photos/6654177/pexels-photo-6654177.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006208,NovaTech Premium Stationery Navy 207,Books & Media,Stationery,NovaTech,1407.1,621.56,1217.21,652.64,1829.23,338,,3.7,4603,15.62,True,2023-11-27,"[""sale"", ""new""]",https://images.pexels.com/photos/5594313/pexels-photo-5594313.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001568,UrbanEdge Deluxe Cameras Black 199,Electronics,Cameras,UrbanEdge,1504.84,604.65,1299.16,634.88,1956.29,405,20.0,3.8,2177,18.65,True,2021-11-21,"[""bestseller"", ""trending"", ""eco""]",https://images.pexels.com/photos/2873486/pexels-photo-2873486.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004479,PeakForm Deluxe Makeup White 661,Beauty & Health,Makeup,PeakForm,1008.71,448.1,1002.91,470.51,1311.32,52,10.0,4.5,3147,7.86,True,2020-11-22,"[""new"", ""exclusive"", ""bestseller""]",https://images.pexels.com/photos/4889723/pexels-photo-4889723.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004080,VitaPlus Ultra Decor Pink 633,Home & Kitchen,Decor,VitaPlus,1987.91,1087.0,1857.18,1141.35,2584.28,460,,2.7,4842,17.28,True,2020-11-03,"[""trending"", ""eco""]",https://images.pexels.com/photos/14605487/pexels-photo-14605487.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002305,NextGen Smart Jeans Silver 507,Clothing,Jeans,NextGen,1826.54,1073.11,1710.49,1126.77,2374.5,126,,3.3,890,0.12,True,2020-11-13,"[""exclusive"", ""sale"", ""eco""]",https://images.pexels.com/photos/18533669/pexels-photo-18533669.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001139,LunaGear Pro Laptops Black 874,Electronics,Laptops,LunaGear,1060.04,616.91,855.26,647.76,1378.05,152,,4.3,3474,10.69,True,2021-05-21,"[""trending"", ""sale""]",https://images.pexels.com/photos/3550482/pexels-photo-3550482.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002578,RapidX Compact Activewear Green 102,Clothing,Activewear,RapidX,94.74,43.02,103.44,45.17,123.16,380,,3.4,1706,16.65,True,2021-07-09,"[""eco"", ""trending""]",https://images.pexels.com/photos/7880248/pexels-photo-7880248.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002149,NovaTech Lite Mens White 319,Clothing,Mens Shirts,NovaTech,1248.36,519.13,1372.71,545.09,1622.87,57,,4.4,2033,7.22,True,2023-05-13,"[""limited"", ""sale"", ""eco""]",https://images.pexels.com/photos/32224552/pexels-photo-32224552.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005669,PageTurn Lite Comics Gray 242,Books & Media,Comics,PageTurn,228.86,143.64,251.6,150.82,297.52,248,10.0,4.6,3556,10.83,True,2022-06-19,"[""sale"", ""bestseller""]",https://images.pexels.com/photos/6654169/pexels-photo-6654169.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003990,BoldCraft Lite Small Black 729,Home & Kitchen,Small Appliances,BoldCraft,1480.5,603.35,1341.16,633.52,1924.65,330,,4.2,628,7.09,True,2020-07-18,"[""exclusive"", ""bestseller"", ""sale""]",https://images.pexels.com/photos/30238385/pexels-photo-30238385.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004388,NovaTech Deluxe Haircare Gold 341,Beauty & Health,Haircare,NovaTech,1465.42,765.81,1207.58,804.1,1905.05,73,2.0,4.2,2248,11.78,True,2023-06-28,"[""eco"", ""limited""]",https://images.pexels.com/photos/8468017/pexels-photo-8468017.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001463,NextGen Pro Smartwatches Gray 462,Electronics,Smartwatches,NextGen,122.21,59.05,134.31,62.0,158.87,480,,4.5,372,0.21,True,2022-02-19,"[""bestseller"", ""eco""]",https://images.pexels.com/photos/10614004/pexels-photo-10614004.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003686,AuraStyle Deluxe Lighting Navy 750,Home & Kitchen,Lighting,AuraStyle,796.47,359.5,850.25,377.48,1035.41,147,21.0,2.7,4889,6.99,True,2023-11-14,"[""eco"", ""limited"", ""bestseller""]",https://images.pexels.com/photos/13884540/pexels-photo-13884540.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003512,ZenHome Compact Furniture Silver 399,Home & Kitchen,Furniture,ZenHome,345.56,217.63,354.59,228.51,449.23,296,1.0,4.6,1473,10.2,True,2023-01-29,"[""trending""]",https://images.pexels.com/photos/30714259/pexels-photo-30714259.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005476,RapidX Ultra Non-Fiction Gold 488,Books & Media,Non-Fiction,RapidX,879.46,366.57,832.76,384.9,1143.3,387,14.0,4.5,1423,8.2,True,2023-04-04,"[""new"", ""limited""]",https://images.pexels.com/photos/5217784/pexels-photo-5217784.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001594,RapidX Elite Cameras Gold 285,Electronics,Cameras,RapidX,202.64,83.49,183.1,87.66,263.43,379,,4.5,4519,11.93,True,2022-09-03,"[""sale"", ""trending"", ""new""]",https://images.pexels.com/photos/11329816/pexels-photo-11329816.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005511,EcoWave Smart Educational Silver 845,Books & Media,Educational,EcoWave,1643.74,817.66,1657.42,858.54,2136.86,375,8.0,2.7,2032,0.6,True,2020-03-09,"[""sale""]",https://images.pexels.com/photos/35673110/pexels-photo-35673110.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001450,PageTurn Lite Smartwatches Pink 280,Electronics,Smartwatches,PageTurn,63.14,37.72,62.72,39.61,82.08,21,,3.7,163,1.2,True,2021-10-04,"[""trending"", ""new"", ""bestseller""]",https://images.pexels.com/photos/13007642/pexels-photo-13007642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002957,PrimePick Elite Ethnic Red 358,Clothing,Ethnic Wear,PrimePick,416.65,166.81,341.35,175.15,541.64,9,,3.6,2161,11.65,False,2023-11-05,"[""trending"", ""limited"", ""eco""]",https://images.pexels.com/photos/11749501/pexels-photo-11749501.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004518,UrbanEdge Elite Makeup Green 550,Beauty & Health,Makeup,UrbanEdge,512.55,237.84,431.9,249.73,666.31,473,,4.4,1401,1.75,True,2023-03-14,"[""limited"", ""sale""]",https://images.pexels.com/photos/5731810/pexels-photo-5731810.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006124,NextGen Deluxe Magazines Green 205,Books & Media,Magazines,NextGen,1973.26,1181.6,1671.64,1240.68,2565.24,377,,2.5,2571,9.83,True,2022-09-16,"[""eco""]",https://images.pexels.com/photos/17155075/pexels-photo-17155075.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006136,PureTouch Lite Magazines Red 842,Books & Media,Magazines,PureTouch,461.89,253.2,497.54,265.86,600.46,14,,3.3,3160,4.8,True,2023-02-08,"[""bestseller""]",https://images.pexels.com/photos/3483966/pexels-photo-3483966.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005436,SwiftMart Smart Non-Fiction Gold 237,Books & Media,Non-Fiction,SwiftMart,799.73,348.22,719.49,365.63,1039.65,297,,2.9,3044,1.42,True,2020-10-04,"[""eco"", ""limited"", ""new""]",https://images.pexels.com/photos/34997593/pexels-photo-34997593.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005638,LunaGear Premium Comics Red 543,Books & Media,Comics,LunaGear,291.83,166.43,275.6,174.75,379.38,470,,4.8,4555,4.81,True,2020-04-20,"[""eco""]",https://images.pexels.com/photos/7768661/pexels-photo-7768661.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002971,NovaTech Lite Ethnic Navy 696,Clothing,Ethnic Wear,NovaTech,943.18,494.33,1031.9,519.05,1226.13,435,,4.3,2434,15.66,True,2023-11-01,"[""eco"", ""trending"", ""limited""]",https://images.pexels.com/photos/34251604/pexels-photo-34251604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002174,PureTouch Deluxe Mens Black 413,Clothing,Mens Shirts,PureTouch,1057.75,628.41,1161.37,659.83,1375.08,161,,4.3,3926,2.18,True,2023-10-26,"[""trending""]",https://images.pexels.com/photos/11485035/pexels-photo-11485035.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003086,NextGen Ultra Sleepwear Pink 336,Clothing,Sleepwear,NextGen,1887.63,1084.04,1773.63,1138.24,2453.92,458,,4.6,1794,10.0,True,2021-11-21,"[""sale"", ""new"", ""eco""]",https://images.pexels.com/photos/20377876/pexels-photo-20377876.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001451,CoreLine Smart Smartwatches Silver 341,Electronics,Smartwatches,CoreLine,1344.99,835.82,1121.16,877.61,1748.49,376,,2.8,4754,19.0,True,2021-05-30,"[""new"", ""sale""]",https://images.pexels.com/photos/31406903/pexels-photo-31406903.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005523,CoreLine Pro Educational White 258,Books & Media,Educational,CoreLine,140.51,57.21,115.09,60.07,182.66,316,,3.2,1084,14.79,True,2020-06-10,"[""trending"", ""limited""]",https://images.pexels.com/photos/33776531/pexels-photo-33776531.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004443,ZenHome Pro Makeup Gray 535,Beauty & Health,Makeup,ZenHome,704.65,365.37,753.04,383.64,916.04,265,24.0,4.0,1651,5.42,True,2022-11-03,"[""new""]",https://images.pexels.com/photos/4938457/pexels-photo-4938457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006019,CoreLine Eco E-Books Pink 195,Books & Media,E-Books,CoreLine,1502.65,936.86,1242.61,983.7,1953.45,353,,3.5,4820,1.16,True,2020-10-31,"[""sale"", ""limited""]",https://images.pexels.com/photos/28948225/pexels-photo-28948225.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004729,PureTouch Compact Vitamins Navy 398,Beauty & Health,Vitamins,PureTouch,1933.16,862.36,1999.66,905.48,2513.11,28,,4.0,2371,13.61,True,2020-08-02,"[""sale"", ""bestseller"", ""exclusive""]",https://images.pexels.com/photos/29183547/pexels-photo-29183547.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005756,EcoWave Pro Music Black 162,Books & Media,Music CDs,EcoWave,259.95,154.06,258.38,161.76,337.94,148,,2.9,2710,7.57,True,2020-09-21,"[""sale"", ""eco"", ""new""]",https://images.pexels.com/photos/14467297/pexels-photo-14467297.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002263,EcoWave Premium Womens Red 978,Clothing,Womens Dresses,EcoWave,774.39,377.04,696.32,395.89,1006.71,11,,3.4,1807,9.46,False,2022-03-01,"[""exclusive"", ""bestseller""]",https://images.pexels.com/photos/27954795/pexels-photo-27954795.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006025,EcoWave Deluxe E-Books Green 334,Books & Media,E-Books,EcoWave,1977.72,1085.13,1676.1,1139.39,2571.04,277,,4.6,867,17.46,True,2023-11-06,"[""new""]",https://images.pexels.com/photos/28948225/pexels-photo-28948225.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001999,PageTurn Ultra Keyboards Red 787,Electronics,Keyboards,PageTurn,1862.51,1085.39,1633.66,1139.66,2421.26,82,,3.0,1342,7.29,True,2021-08-14,"[""exclusive"", ""eco""]",https://images.pexels.com/photos/3944376/pexels-photo-3944376.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002859,CoreLine Pro Innerwear Navy 678,Clothing,Innerwear,CoreLine,939.43,553.53,1003.24,581.21,1221.26,208,8.0,3.7,4827,3.76,True,2022-06-28,"[""eco""]",https://images.pexels.com/photos/12276442/pexels-photo-12276442.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003291,PureTouch Compact Bedding Pink 650,Home & Kitchen,Bedding,PureTouch,1356.67,697.34,1480.96,732.21,1763.67,300,,2.9,1109,19.5,True,2020-03-05,"[""new"", ""bestseller"", ""sale""]",https://images.pexels.com/photos/11329841/pexels-photo-11329841.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001192,FreshHub Premium Laptops Blue 147,Electronics,Laptops,FreshHub,10.12,6.22,9.53,6.53,13.16,196,,2.9,289,11.1,True,2023-09-04,"[""sale"", ""trending""]",https://images.pexels.com/photos/29052901/pexels-photo-29052901.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006261,PeakForm Elite Stationery Green 537,Books & Media,Stationery,PeakForm,671.81,432.27,666.53,453.88,873.35,495,,4.4,3595,7.58,False,2020-10-09,"[""bestseller"", ""eco""]",https://images.pexels.com/photos/6193076/pexels-photo-6193076.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005838,FreshHub Eco DVDs White 806,Books & Media,DVDs,FreshHub,586.88,236.94,559.4,248.79,762.94,210,,4.0,1996,14.34,True,2021-07-05,"[""new"", ""eco"", ""sale""]",https://images.pexels.com/photos/29900227/pexels-photo-29900227.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005490,AuraStyle Premium Non-Fiction Gray 753,Books & Media,Non-Fiction,AuraStyle,1595.72,723.52,1655.92,759.7,2074.44,22,,3.4,339,14.85,True,2021-09-17,"[""trending""]",https://images.pexels.com/photos/29013605/pexels-photo-29013605.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006101,ZenHome Compact Magazines Navy 616,Books & Media,Magazines,ZenHome,930.2,438.0,858.49,459.9,1209.26,65,14.0,3.8,3438,9.66,True,2021-07-16,"[""eco""]",https://images.pexels.com/photos/6358/red-coffee-cup-desk-6358.jpg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005686,AuraStyle Elite Comics White 531,Books & Media,Comics,AuraStyle,935.37,463.18,994.48,486.34,1215.98,149,,4.7,464,12.85,True,2020-03-09,"[""trending""]",https://images.pexels.com/photos/7809123/pexels-photo-7809123.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006075,NovaTech Smart Magazines Gold 696,Books & Media,Magazines,NovaTech,212.54,100.22,232.55,105.23,276.3,141,,3.6,2717,12.34,False,2021-09-05,"[""sale"", ""exclusive""]",https://images.pexels.com/photos/3922573/pexels-photo-3922573.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003441,SwiftMart Eco Storage Black 246,Home & Kitchen,Storage,SwiftMart,676.04,403.17,617.19,423.33,878.85,8,,4.5,3461,0.38,True,2020-08-05,"[""eco"", ""new""]",https://images.pexels.com/photos/4483610/pexels-photo-4483610.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003944,SkyLine Elite Small Red 379,Home & Kitchen,Small Appliances,SkyLine,918.79,471.51,829.74,495.09,1194.43,77,,3.5,498,12.07,True,2023-08-22,"[""exclusive""]",https://images.pexels.com/photos/18071814/pexels-photo-18071814.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003277,BrightPath Elite Bedding Silver 940,Home & Kitchen,Bedding,BrightPath,1351.12,790.99,1129.54,830.54,1756.46,462,24.0,3.3,4762,8.52,True,2022-10-16,"[""new""]",https://images.pexels.com/photos/7445338/pexels-photo-7445338.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005710,SkyLine Smart Comics Navy 583,Books & Media,Comics,SkyLine,366.03,147.22,347.63,154.58,475.84,248,18.0,4.5,1477,11.62,True,2020-05-03,"[""limited"", ""bestseller""]",https://images.pexels.com/photos/12113867/pexels-photo-12113867.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002293,BrightPath Smart Jeans Blue 143,Clothing,Jeans,BrightPath,238.47,114.62,201.62,120.35,310.01,162,,4.2,4764,8.1,True,2022-08-06,"[""eco"", ""sale"", ""bestseller""]",https://images.pexels.com/photos/17720471/pexels-photo-17720471.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005005,PrimePick Compact Sports Pink 583,Beauty & Health,Sports Nutrition,PrimePick,1178.31,513.35,1231.25,539.02,1531.8,270,,3.7,1723,18.3,True,2020-03-24,"[""sale"", ""limited""]",https://images.pexels.com/photos/13013763/pexels-photo-13013763.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005503,UrbanEdge Ultra Non-Fiction Gold 128,Books & Media,Non-Fiction,UrbanEdge,1856.88,1064.66,1672.36,1117.89,2413.94,448,24.0,4.4,3022,16.64,True,2022-02-26,"[""new"", ""sale""]",https://images.pexels.com/photos/13779255/pexels-photo-13779255.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003480,FreshHub Premium Furniture Green 400,Home & Kitchen,Furniture,FreshHub,441.98,188.86,370.27,198.3,574.57,338,,3.1,1434,7.23,True,2020-06-26,"[""eco"", ""new"", ""sale""]",https://images.pexels.com/photos/4172379/pexels-photo-4172379.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005951,BrightPath Classic E-Books Blue 753,Books & Media,E-Books,BrightPath,633.52,349.68,630.8,367.16,823.58,87,12.0,4.4,526,5.42,False,2023-07-26,"[""new""]",https://images.pexels.com/photos/1475290/pexels-photo-1475290.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004426,TrueBlend Eco Haircare White 882,Beauty & Health,Haircare,TrueBlend,848.06,504.96,874.17,530.21,1102.48,157,22.0,4.1,1379,1.71,True,2023-07-19,"[""new"", ""sale"", ""bestseller""]",https://images.pexels.com/photos/8468017/pexels-photo-8468017.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001368,PeakForm Ultra Headphones Gray 493,Electronics,Headphones,PeakForm,480.96,221.69,394.3,232.77,625.25,106,,4.0,3566,11.39,True,2023-11-22,"[""sale""]",https://images.pexels.com/photos/15487609/pexels-photo-15487609.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003535,PeakForm Eco Furniture Navy 597,Home & Kitchen,Furniture,PeakForm,628.14,373.04,532.46,391.69,816.58,210,,2.9,4602,10.12,True,2021-09-17,"[""bestseller""]",https://images.pexels.com/photos/30714259/pexels-photo-30714259.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003072,AuraStyle Elite Sleepwear Gold 380,Clothing,Sleepwear,AuraStyle,1837.02,925.19,1820.79,971.45,2388.13,486,,2.7,678,6.9,True,2020-05-12,"[""limited"", ""bestseller"", ""new""]",https://images.pexels.com/photos/13088591/pexels-photo-13088591.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005291,SkyLine Eco Eye Pink 854,Beauty & Health,Eye Care,SkyLine,1878.09,910.93,1736.04,956.48,2441.52,433,16.0,3.9,3433,7.88,True,2022-05-23,"[""sale""]",https://images.pexels.com/photos/5843360/pexels-photo-5843360.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003895,AuraStyle Lite Cleaning Gold 384,Home & Kitchen,Cleaning Supplies,AuraStyle,1563.98,994.12,1589.4,1043.83,2033.17,428,,3.7,2127,9.32,True,2022-02-22,"[""trending""]",https://images.pexels.com/photos/10558186/pexels-photo-10558186.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006277,PrimePick Eco Art Red 716,Books & Media,Art Supplies,PrimePick,623.85,370.79,583.24,389.33,811.01,258,11.0,2.9,4130,15.82,True,2020-06-07,"[""bestseller"", ""sale""]",https://images.pexels.com/photos/6732376/pexels-photo-6732376.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001191,PureTouch Compact Laptops Green 156,Electronics,Laptops,PureTouch,1256.93,658.68,1193.94,691.61,1634.01,290,6.0,3.1,842,17.9,True,2020-08-24,"[""eco""]",https://images.pexels.com/photos/3550483/pexels-photo-3550483.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005105,RapidX Eco Baby Green 528,Beauty & Health,Baby Care,RapidX,937.82,584.88,829.12,614.12,1219.17,337,,3.4,3614,16.11,True,2020-07-09,"[""trending""]",https://images.pexels.com/photos/32951004/pexels-photo-32951004.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001108,RapidX Elite Laptops Green 554,Electronics,Laptops,RapidX,311.11,159.44,320.11,167.41,404.44,293,12.0,3.5,2283,5.07,True,2021-01-16,"[""exclusive"", ""bestseller""]",https://images.pexels.com/photos/5412272/pexels-photo-5412272.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004562,AuraStyle Classic Fragrances Silver 241,Beauty & Health,Fragrances,AuraStyle,1179.84,499.09,957.34,524.04,1533.79,490,,3.4,789,19.76,True,2022-11-05,"[""new"", ""sale""]",https://images.pexels.com/photos/30233103/pexels-photo-30233103.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU003728,SwiftMart Premium Bath Green 127,Home & Kitchen,Bath Accessories,SwiftMart,1381.25,887.99,1519.25,932.39,1795.62,460,,3.0,80,13.75,True,2022-08-20,"[""exclusive""]",https://images.pexels.com/photos/12859723/pexels-photo-12859723.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005953,LunaGear Elite E-Books White 692,Books & Media,E-Books,LunaGear,1402.03,879.48,1328.05,923.45,1822.64,73,,3.2,2234,7.21,True,2023-02-03,"[""trending""]",https://images.pexels.com/photos/7507126/pexels-photo-7507126.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004172,UrbanEdge Elite Garden Black 631,Home & Kitchen,Garden,UrbanEdge,926.06,498.09,927.0,522.99,1203.88,182,,3.6,536,1.44,True,2022-10-16,"[""trending"", ""eco"", ""limited""]",https://images.pexels.com/photos/27177506/pexels-photo-27177506.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006365,LunaGear Premium Art Silver 638,Books & Media,Art Supplies,LunaGear,164.55,95.83,156.83,100.62,213.92,409,17.0,3.8,2393,3.95,True,2020-09-13,"[""new""]",https://images.pexels.com/photos/6969322/pexels-photo-6969322.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004658,FreshHub Smart Vitamins Pink 661,Beauty & Health,Vitamins,FreshHub,216.46,94.58,206.54,99.31,281.4,63,21.0,4.8,4570,17.48,True,2023-12-14,"[""eco"", ""sale"", ""limited""]",https://images.pexels.com/photos/29445624/pexels-photo-29445624.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004053,PeakForm Lite Decor Black 886,Home & Kitchen,Decor,PeakForm,1471.83,883.04,1414.73,927.19,1913.38,494,,4.0,3721,9.22,True,2021-03-17,"[""new"", ""trending""]",https://images.pexels.com/photos/5412270/pexels-photo-5412270.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU006133,NextGen Classic Magazines Red 552,Books & Media,Magazines,NextGen,1279.67,547.81,1305.47,575.2,1663.57,123,,4.7,76,6.58,True,2023-08-30,"[""eco"", ""exclusive"", ""limited""]",https://images.pexels.com/photos/9009308/pexels-photo-9009308.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001476,TrueBlend Lite Smartwatches Green 992,Electronics,Smartwatches,TrueBlend,1515.92,776.89,1581.11,815.73,1970.7,108,24.0,5.0,2124,17.45,True,2022-12-30,"[""new""]",https://images.pexels.com/photos/6373204/pexels-photo-6373204.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU002978,EcoWave Elite Ethnic White 391,Clothing,Ethnic Wear,EcoWave,321.45,147.7,317.25,155.09,417.88,79,23.0,2.6,1144,19.37,True,2022-09-14,"[""new"", ""trending""]",https://images.pexels.com/photos/9418564/pexels-photo-9418564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU004928,LunaGear Premium Medical Blue 435,Beauty & Health,Medical Devices,LunaGear,1981.42,1021.65,1963.58,1072.73,2575.85,104,,2.6,2721,18.21,True,2021-07-08,"[""limited""]",https://images.pexels.com/photos/5721676/pexels-photo-5721676.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001312,PageTurn Pro Headphones White 254,Electronics,Headphones,PageTurn,1431.82,833.0,1151.78,874.65,1861.37,111,,3.3,4082,19.96,True,2020-03-05,"[""new"", ""sale""]",https://images.pexels.com/photos/8038334/pexels-photo-8038334.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001508,AuraStyle Deluxe Smartwatches Red 768,Electronics,Smartwatches,AuraStyle,7.0,3.61,7.64,3.79,9.1,0,30.0,3.7,4897,5.09,True,2021-12-20,"[""sale"", ""exclusive"", ""eco""]",https://images.pexels.com/photos/13598511/pexels-photo-13598511.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU001166,PageTurn Classic Laptops Red 525,Electronics,Laptops,PageTurn,693.21,281.54,746.01,295.62,901.17,43,24.0,2.9,2555,6.93,True,2022-12-03,"[""trending"", ""bestseller""]",https://images.pexels.com/photos/13599845/pexels-photo-13599845.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
SKU005417,BrightPath Ultra Non-Fiction Black 148,Books & Media,Non-Fiction,BrightPath,1623.74,920.67,1352.13,966.7,2110.86,251,,3.8,2965,18.52,True,2023-10-12,"[""new"", ""sale"", ""bestseller""]",https://images.pexels.com/photos/29013605/pexels-photo-29013605.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
